125188.jpg	tusk-varadkar.jpg	Tusk wünscht planlosen Brexiteers Platz in der Hölle	Tusk wishes Schureless Brexiteers place in hell	 
125189.jpg	71-143604505--null--06-02-2019-17-26-01-968-.jpg	Kolpingfamilie Frielingsdorf sucht neuen Lagerplatz	Colping Family Frielingsdorf is looking for new storage place	 
125191.jpg	urn-newsml-dpa-com-20090101-190206-99-878637-large-4-3.jpg	Keine Ermittlungen gegen Staatsanwälte im Ölpellets-Skandal	No investigation against prosecutors in the oil pellets scandal	 
125192.jpg	uebung-schutzanzug.jpg	Krisenstab probt den Ausbruch der Seuche im Bergischen Land	Crisis staff probes the outbreak of the plague in the Bergisches Land	 
125195.jpg	frachtfluege-koelnbonn.jpg	Flughafen Köln/Bonn will Frachtafvertigung verdoppeln	Cologne / Bonn Airport wants to double freight handling	 
125196.jpg	71-143618060--null--06-02-2019-17-25-29-302-.jpg	Wipperfürther Netzwerk setzt sich für Suchtprävention ein	Wipperfürther network is committed to addiction prevention	 
125197.jpg	afd-anhaenger.jpg	AfD verklagt Verfassungsschutz	AFD sues constitutional protection	 
125198.jpg	ursula-von-der-leyen-am-flughafen-tegel.jpg	Bundesregierung sagt Nato höhere Verteidigungsausgaben zu	Federal Government says NATO higher defenses	 
125200.jpg	71-143615313--null--06-02-2019-18-18-03-528-.jpg	Gleich zwei Gefahrgut-Einsätze in kurzer Zeit	Equal two dangerous goods inserts in a short time	 
125202.jpg	20190206-ths-dreigestirn-05.jpg	Dreigestirn von Kardinal Woelki im Erzbistum empfangen	Travel from Cardinal Woelki received in the archbishopric	Woelki
125203.jpg	71-143623073--null--06-02-2019-18-27-38-496-.jpg	Drei Verletzte bei Kollision in Ruppichteroth	Three injured in collision in Ruppichtoth	 
125205.jpg	urn-newsml-dpa-com-20090101-190206-99-879013-large-4-3.jpg	Polizei fasst Einbrecher: Über Hunderttausend Euro Schaden	Police summarize burglar: over one hundred thousand euros damage	 
125207.jpg	dpa-symbolbild-justitia.jpg	Nachbarn trafen sich vor Gericht – 84-jähriger verurteilt	Neighbors met in court - 84-year-old	 
125208.jpg	bueren.jpg	Arzt soll an NRW-Abschiebehäftlinge in gedealt haben	Doctor should have in plaiseal to NRW deportation	 
125209.jpg	rudi-assauer.jpg	Medienbericht: Rudi Assauer ist tot	Media Report: Rudi Assauer is dead	Rudi Assauer
125210.jpg	volland-heidenheim.jpg	Die Ruhe nach dem Shitstorm	The calm after the shitstorm	 
125211.jpg	baumi-heidenheim.jpg	Die Spieler sind in der Bringschuld	The players are in the delivery debt	 
125212.jpg	alex-meier.jpg	Respekt vor St. Pauli und dem Fußballgott	Respect for St. Pauli and the football god	 
125213.jpg	henriette-reker-181214.jpg	Reker bremst SPD-Kandidatin für Schuldezernat aus	Reker brakes SPD candidate for school debt	Reker
125215.jpg	71-124844372--null--08-11-2017-20-14-28-724-.jpg	Grünes Licht für S-Bahn-Ausbau in Köln	Green light for S-Bahn expansion in Cologne	 
125216.jpg	urn-newsml-dpa-com-20090101-190206-99-880192-large-4-3.jpg	Rudi Assauer ist tot - Schalke-Chef: Tief betroffen	Rudi Assauer is dead - Schalke boss: Deep affected	Rudi Assauer
125221.jpg	urn-newsml-dpa-com-20090101-190206-99-880305-large-4-3.jpg	RB Leipzig erstmals im Pokal-Viertelfinale	RB Leipzig for the first time in the Cup quarter-final	 
125225.jpg	archiv-gedenkraum.jpg	Ein unterirdischer Gedenkraum soll an das Unglück erinnern	An underground thought room should remember the misfortune	 
125229.jpg	urn-newsml-dpa-com-20090101-190206-99-879282-large-4-3.jpg	Junger Mann sticht am Dürener Bahnhof auf zwei Opfer ein	Young man stands on the Duren train station on two victims	Duren
125230.jpg	urn-newsml-dpa-com-20090101-190201-99-816721-large-4-3.jpg	Die schwierige Arbeit im Gefängnis	The difficult work in prison	 
125233.jpg	musikhaus-tonger-geschaeftsfuehrer-thomas-giehl.jpg	Musikhaus Tonger insolvent	Musikhaus Tonger Insolvent	 
125237.jpg	giovanna-lombardo-trainiert-den-tanznachwuchs-und-wird-beim-fruehlingsfest-dabei-sein-.jpg	Musikalische Zeitreise	Musical time travel	 
125238.jpg	gruppenbild-mit-herrn--v-l----yvonne-hageleit-schreckenberg--oberbuergermeister-uwe-richrath--christine-mader--regine-flechsig---christiane-meinekat---.jpg	Zonta Club sammelt 33 000 Euro	Zonta Club collects 33 000 euros	 
125239.jpg	rechts-fliegen-kruemel-ins-bild---ivanka-vacuuming-.jpg	Freiwurf mit Brotkrumen	Free throw with bread crumbs	 
125243.jpg	schwimmen-kreis-euskirchen.jpg	Jeder Zweite im Kreis Euskirchen kann nicht richtig schwimmen	Every second in the district of Euskirchen can not swim properly	 
125244.jpg	odenthaler-strasse.jpg	Gerade fertiggestellte Odenthaler Straße wird für Erdgas aufgerissen	Straight-digit Odenthaler Straße is torn open for natural gas	 
125246.jpg	le-buergerbuero--1-.jpg	Das Bürgerbüro soll schneller werden	The Bürgerbüro should become faster	 
125247.jpg	strassenausbau-troisdorf.jpg	Straßenausbau in Troisdorf wird teurer für Anwohner	Street expansion in Troisdorf becomes more expensive for residents	 
125248.jpg	christian-hirte.jpg	„Wir sind dem Westen 30 Jahre voraus“	"We are the west 30 years ahead"	 
125249.jpg	trump-sotu-070219.jpg	Die Spaltung der Gesellschaft ist sein Geschäftsmodell	The division of the company is its business model	 
125250.jpg	koelner-rathaus.jpg	Rätseln über OB Rekers Stopp der Dezernentenkür	Puzzles about whether Reker's stop of the Department of Department	Reker
125251.jpg	kinder-englisch-unterricht.jpg	Scharfe Kritik an Reformplänen der NRW-Regierung	Sharp criticism of reform plans of the NRW government	 
125252.jpg	nrw-gruene-felix--banaszak.jpg	Der Grünen-Chef über Schulpolitik und den Kohleausstieg	The Green Chief on School Policy and the Coal Extension	 
125253.jpg	unkel-bahn.jpg	Güterwaggon mit Spraydosen steht in Unkel in Flammen	Güterwaggon with spray cans is in flames in unconscion	Güterwaggon
125256.jpg	berlinale-filmpalast.jpg	Beide Kölner Filmschulen zeigen Abschlussarbeiten in Berlin	Both Cologne film schools show theses in Berlin	 
125257.jpg	systemsprenger-filmszene.jpg	„Systemsprenger ist unser erster Wettbewerbsfilm“	"Systemsprensger is our first competitive film"	 
125258.jpg	berlinale.jpg	Filmstiftung NRW ist einer der großen Financiers des Festivals	Film Foundation NRW is one of the big financiers of the festival	 
125259.jpg	urn-newsml-dpa-com-20090101-190206-99-878523-large-4-3.jpg	Staatliches Tierwohl-Logo soll kommen: Kritik aus Kiel	State animal welfare logo should come: criticism from Kiel	Kiel
125260.jpg	masern-impfung.jpg	Freikirchliche Weihnachtsfeier führte zu Masernausbruch	Free cherry christmas party led to measles outbreak	 
125263.jpg	krankenhaus-symbolbild.jpg	In Krankenhäusern haben Diebe leichtes Spiel	In hospitals, thieves have light game	 
125265.jpg	urn-newsml-dpa-com-20090101-190207-99-884198-large-4-3.jpg	Achtelfinale: Ein emotionales Spiel und drei enge Partien	Eachelfinale: An emotional game and three narrow games	 
125266.jpg	sala-flugzeug-070219.jpg	Erster Leichnam aus Wrack im Ärmelkanal geborgen	First corpse of wreck in the English Channel	 
125269.jpg	haus-an-der-ommerbornstrasse-hinter-schloss-lerbach.jpg	Bergisch Gladbacher Fachwerkhaus stillgelegt	Bergisch Gladbacher half-timbered house shut down	Bergisch Gladbacher
125270.jpg	feuer-katastrophe-am-brueckberg-haeuser-beschaedigt.jpg	Feuerwehr will Ausrüstung aufstocken – Häuser im Aufbau	Fire Department wants to raise equipment - houses under construction	 
125272.jpg	frohngau-roderath-.jpg	In Roderath gibt es kein Internet – einigen fehlt sogar Festnetztelefon	There is no internet in Roderath - some is missing even landline phone	 
125274.jpg	urn-newsml-dpa-com-20090101-190207-99-884043-large-4-3.jpg	Trauer und Jubel: Emotionaler Fußballabend nach Assauers Tod	Mourning and Cheers: Emotional Football Evening to Asia's Death	 
125275.jpg	leverkusen-berliner-platz.jpg	Berliner Platz in Opladen wird nicht analysiert	Berlin place in Opladen is not analyzed	 
125277.jpg	einkaufszentrum-am-bahnhof-bergheim.jpg	Eigentümer in Bergheim wählt unter drei Favoriten	Owner in Bergheim chooses under three favorites	Bergheim
125278.jpg	haeuser-an-der-berliner-strasse-in-muelheim-koennten-mit-geld-aus-dem-fassadenprogramm-verschoenert-werden-.jpg	Mülheim soll schöner werden	Mülheim should become more beautiful	 
125279.jpg	auf-diesem-bahnuebergang-verunglueckte-die-junge-frau-.jpg	„Man läuft auch nicht vor ein großes Fahrzeug“	"You do not run in front of a big vehicle"	 
125280.jpg	der-aldi-markt-in-bilderstoeckchen.jpg	Discounter will wachsen	Discounter wants to grow	 
125281.jpg	schoener-baum.jpg	Wie Bäume miteinander kommunizieren	How to communicate trees with each other	 
125282.jpg	kuenstlerin-haelt-dem-karneval-den-spiegel-vor.jpg	Künstlerin hält dem Karneval den Spiegel vor	Artist holds the mirror to the carnival	 
125283.jpg	der-aufzug-an-der-haltestelle-ist-defekt-.jpg	Lift soll Ende März repariert sein	Lift should be repaired at the end of March	 
125284.jpg	mechthild-erhard-in-ihrer-bambule-kaffeebar.jpg	Frische Stulle zum besonderen Hamburger Kaffee	Fresh stulls for special hamburger coffee	 
125285.jpg	zitat---2019-02-07-08-01-13-479.jpg	Rettungsversuch für das Atelierhaus	Life attempt for the studio house	 
125286.jpg	die-dunkelheit-unter-der-bruecke-ist-ein-problem-.jpg	Mehr Licht für die Mittelinsel	More light for the center island	 
125287.jpg	winfried-seldschopf--l---und-tanja-svejnoha-wuenschen-sich-einen-zebrastreifen-im-bereich-der-bus--haltestelle-imbacher-weg-.jpg	Fehlender Zebrastreifen beunruhigt Eltern	Missing zebra strip troubles parents	 
125288.jpg	marianne-puetz--l---und-brigitta-lamprecht-organisieren-die-bruecker-damensitzung-.jpg	„Der Trend geht immer mehr zur Party“	"The trend is getting to party more and more"	 
125292.jpg	brand-im-saegewerk-in-harperscheid.jpg	Produktionshalle des Sägewerks in Harperscheid in Brand	Production hall of the sawmill in Harperscheid in fire	 
125294.jpg	urn-newsml-dpa-com-20090101-190207-99-884577-large-4-3.jpg	Mit Spraydosen beladene Güterwaggons stehen in Flammen	With spray cans loaded goods wagons stand in flames	 
125299.jpg	070219-warnstreik-duesseldorf-flughafen.jpg	Flughafen Düsseldorf streicht 56 Flüge	Dusseldorf Airport Strokes 56 flights	 
125305.jpg	henriette-reker.jpg	OB Reker handelt richtig und zieht die Notbremse	Whether render is right and draws the emergency brake	 
125306.jpg	waldemar-lewtschenko--links--und-anton-ledwon-wollen-sauberen-diesel-produzieren.jpg	Zwei Hennefer entwickeln neues Syntheseverfahren für Diesel	Two Hennefer develop new synthesis procedures for diesel	Hennefer
125307.jpg	heinz-peter-teller.jpg	Hilfe beim Umgang mit Tod und Trauer	Help when dealing with death and grief	 
125308.jpg	dpa-bild-fortnite.jpg	Immer mehr Kinder zocken das Onlinespiel – Experten warnen vor Suchtgefahr	More and more children play the online game - experts warn against addiction	 
125309.jpg	abdullah-ates-ditib.jpg	Integrationsrat einigt sich mit der Ditib	Integration Council agrees with the Ditib	 
125310.jpg	urn-newsml-dpa-com-20090101-190207-99-885325-large-4-3.jpg	Bio-Fachhandel wächst wieder stärker	Organic retailers grows stronger	 
125311.jpg	schloss-passage-baustelle-bensberg.jpg	Verkehrsausschuss in Bensberg macht Bahn frei für Freitreppe	Transport Committee in Bensberg makes train free for outdoor stairs	 
125312.jpg	baugebiet.jpg	In Erftstadt-Liblar sollen mehr Grünflächen entstehen	In Erftstadt-Liblar, more green areas should arise	 
125314.jpg	urn-newsml-dpa-com-20090101-190205-99-859177-large-4-3.jpg	Der Usedom-Krimi: Geisterschiff	The Usedom thriller: ghost ship	 
125313.jpg	schlachthof-dpa.jpg	56	56.6 million pigs were slaughtered in 2018	 
125315.jpg	urn-newsml-dpa-com-20090101-190207-99-885416-large-4-3.jpg	Brand in Mehrfamilienhaus: Zehn Menschen im Krankenhaus	Brand in multi-family house: ten people in the hospital	 
125316.jpg	71-142780080--null--17-01-2019-10-29-40-825-.jpg	Kölner Adil Demirci in der Türkei aus Haft entlassen	Cologne Adil Demirci in Turkey released from detention	Cologne Adil,Demirci
125318.jpg	71-143623078--null--06-02-2019-18-27-03-910-.jpg	Schlechtere Stimmung bei oberbergischen Unternehmen	Worse mood with Oberbergische companies	 
125321.jpg	facebook-070219.jpg	Kartellamt untersagt Datensammlung auf fremden Websites	Tartar Office prohibits data collection on foreign websites	 
125322.jpg	urn-newsml-dpa-com-20090101-190207-99-885928-large-4-3.jpg	Deutsche Produktion fällt vierten Monat in Folge	German production falls fourth month in a row	 
125324.jpg	lohmar--baustelle-roether.jpg	Früheres Kümpel-Gelände weicht Textilhändler Röther	Earlier Kümpel terrain deviates textile dealer Röther	Röther
125326.jpg	urn-newsml-dpa-com-20090101-190206-99-874564-large-4-3.jpg	Kunstpalast zeigt „Junges Rheinland”	Art Palace shows "Young Rhineland"	 
125327.jpg	71--stolperstein-bruehl.jpg	Künstler setzt 71. Stolperstein in Brühl ein	Artist uses 71st stumbling block in Brühl	 
125328.jpg	urn-newsml-dpa-com-20090101-190207-99-886298-large-4-3.jpg	Größtes deutschsprachiges US-Filmfest feiert Bjarne Mädel	Biggest German-language US film festival celebrates Bjarne girl	Bjarne
125332.jpg	foto-eichhorn.jpg	„Es schmeckt wie Kaninchen“	"It tastes like rabbits"	 
125333.jpg	urn-newsml-dpa-com-20090101-190206-99-877385-large-4-3.jpg	Alexa lärmt allein zu Hause	Alexa is sleeping alone at home	Alexa
125336.jpg	konsum-gebaeude-blankenheim.jpg	SPD und UWV kritisieren Blankenheimer Verwaltung scharf	SPD and UWV criticize Blankenheim administration sharp	Blankenheim
125337.jpg	polizie-fahdnung.jpg	Fünf Jugendliche rauben 15-jährigen Kölner aus	Five teenagers rape 15-year-old Cologne	Cologne
125338.jpg	kreidefelsen-auf-ruegen.jpg	Das sind die beliebtesten Reiseziele der Deutschen	These are the most popular travel destinations of the Germans	 
125339.jpg	koeln-von-oben.jpg	Kriegt Köln wirklich nichts auf die Reihe?	Cologne really does not get anything on the series?	 
125340.jpg	dreigestirne-zoo1.jpg	Treffen sich zwei Dreigestirne...	Meet two three-offs ...	 
125341.jpg	urn-newsml-dpa-com-20090101-190207-99-884021-large-4-3.jpg	Machtkampf in Venezuela: Keine gemeinsame Linie der EU	Power struggle in Venezuela: No common line of the EU	 
125342.jpg	venezuela-bruecke.jpg	Maduro lässt Grenzbrücke für humanitäre Hilfe blockieren	Maduro lets block border bridge for humanitarian aid	Maduro
125343.jpg	urn-newsml-dpa-com-20090101-190207-99-887531-large-4-3.jpg	Thomas Cook stellt Airlines mit Condor zum Verkauf	Thomas Cook is for sale airlines with Condor	Thomas Cook,Condor
125346.jpg	71-143615783--null--06-02-2019-18-27-16-882-.jpg	Neuer Verein bereitet den Busbetrieb vor	New club prepares the bus operation	 
125347.jpg	urn-newsml-dpa-com-20090101-190207-99-887878-large-4-3.jpg	Schalke sieht großes Potenzial in Stürmertalent Kutucu	Schalke looks great potential in strip talent Kutucu	Kutucu
125351.jpg	1--fc-koeln.jpg	Polizei Köln verfasst vor dem Spiel Brief an Fußballfans	Police Cologne wrote in front of the game letter to football fans	 
125353.jpg	konjunktur-dpa-neu.jpg	Konjunktursorgen nehmen deutlich zu	Economic assays take clearly	 
125356.jpg	stadtbahnlinie-66--siegburg-bonn-.jpg	Mehr Busse und Bahnen für Modellstadt Bonn	More buses and railways for model city Bonn	 
125359.jpg	premiere-club-der-roten-baender.jpg	Schauspieler feiern Premiere ihres Kinofilms in Köln	Actors celebrate premiere of their cinema film in Cologne	 
125360.jpg	manfred-eigen-pic.jpg	Manfred Eigen mit 91 Jahren gestorben	Manfred died at 91 years	Manfred
125362.jpg	home-office.jpg	SPD will ein Recht auf „Home Office“	SPD wants a right to "Home Office"	 
125363.jpg	gericht-versicherungsbetrug--1---2-.jpg	Messerstecher überfällt Imbissbude und verletzt Taxifahrer	Knife Cutter overflows snacks and injured taxi driver	 
125364.jpg	symbolbild-einbruch-durch-fenster.jpg	Zwei Festnahmen nach Einbruchsreihe in Kreis Rhein-Berg	Two arrests after breakage series in Rhein-Berg district	 
125365.jpg	stadion-huerth.jpg	Kein Sportplatz an Gesamtschule Sudetenstraße – Schüler müssen zum Stadion	No sports field to comprehensive school Sudetenstraße - students have to go to the stadium	 
125367.jpg	markthalle-im-belgischen-viertel.jpg	Markthalle im Belgischen Viertel in der Krise	Market hall in the Belgian neighborhood in the crisis	 
125368.jpg	trinkwasser-wasserhahn-070219.jpg	Heidelberger Trinkwasser kommt blau aus dem Hahn	Heidelberger drinking water comes blue from the rooster	 
125370.jpg	emojis.jpg	Auf welche 230 neuen Emojis wir uns dieses Jahr freuen können	On which 230 new Emojis we can look forward to this year	 
125376.jpg	kindegeld-dpa-neu.jpg	Arbeitslosen steht Kindergeld im EU-Ausland zu	Unemployed is child benefit in other EU countries	 
125377.jpg	mo-torres-und-cat-ballou.jpg	Mo-Torres rappt mit Cat Ballou für neues Video „Köllemania”	Mon Torres raps with Cat Ballou for new video "Köllemania"	Mon Torres,Cat Ballou
125379.jpg	einsturz-stadtarchiv.jpg	Oberbauleiter zu einem Jahr Haft auf Bewährung verurteilt	Superior manager sentenced to a year imprisonment	 
125380.jpg	unfall-bremen-suff-pic.jpg	Betrunkener rast in Schaufenster und schläft ein	Drunk racing in shop window and sleeps	 
125381.jpg	die-neuhoeffer-strasse-in-deutz.jpg	Polizei verhaftet 22-Jährigen ohne festen Wohnsitz	Police arrested 22-year-olds without a permanent residence	 
125382.jpg	urn-newsml-dpa-com-20090101-190207-99-890010-large-4-3.jpg	Unterhaltsam und bunt: Kunstakademie-Absolventen im Museum	Entertaining and colorful: art academy graduates in the museum	 
125383.jpg	fluechtlingscontainer-070219.jpg	Facebook-Eintrag stiftet Verwirrung – Flüchtlingscontainer auch für Obdachlose?	Facebook entry encourages confusion - refugee containers for homeless people?	 
125384.jpg	pizarromueller.jpg	"Müller und Pizarro siegen mit ihrem schnellen Pferd ""Don Jupp"""	Müller and Pizarro Siegen with their fast horse "Don Jupp"	Pizarro Siegen,Don Jupp
125385.jpg	harrisonbarnes.jpg	Nowitzki-Kumpel wird während des Spiels verkauft und ausgewechselt	Nowitzki buddy is sold during the game and replaced	Nowitzki
125386.jpg	porzer-presseparty.jpg	So jeck wurde bei der Pro-Porzer Presse-Party gefeiert	So jeck was celebrated at the pro-porcer press party	 
125393.jpg	ronald-pofalla--1-.jpg	„Am Deutzer Bahnhof gibt es unbestritten Handlungsbedarf“	"There is undisputed action on the Deutzer train station"	 
125396.jpg	blutkonserven-dpa.jpg	Krankenschwester zapft Sohn wöchentlich Blut ab	Nurse taped son a weekly blood	 
125397.jpg	koelner-dreigestirn-2019.jpg	Das Kölner Dreigestirn zieht Halbzeitbilanz	The Cologne three star attracts halftime balance	 
125403.jpg	razzia-rockerbande.jpg	Kölner Polizei verhaftet Hells-Angels-Rocker	Cologne police arrested Hells-Angels rocker	 
125405.jpg	urn-newsml-dpa-com-20090101-190207-99-890575-large-4-3.jpg	Pionier des „Neuen Sehens”: Fotograf Umbo wird gefeiert	Pioneer of the "new sight": Photographer Umbo is celebrated	 
125407.jpg	fahndung-koelner-polizei-raeuber-kassen-filiale.jpg	Zwei Männer springen Opfern in den Rücken	Two men jump sacrifices in his back	 
125410.jpg	halt-polizei-kelle-bei-nacht.jpg	Autofahrer gibt Polizei Führerschein aus Fantasie-Land	Car driver gives police driver's license from Fantasy-Land	 
125411.jpg	andreasrettig.jpg	"„Der FC hat uns die Grenzen aufgezeigt"""	"The FC has shown us the limits"	 
125412.jpg	urn-newsml-dpa-com-20090101-190207-99-892210-large-4-3.jpg	Verdächtiger gefasst: 22-Jähriger soll Rentner getötet haben	Suspect captured: 22-year-old should have killed pensioners	 
125414.jpg	foto-pilcher.jpg	Sieben Gründe	Seven reasons why we love their stories	 
125415.jpg	afp-1ay5mp--1-.jpg	Hochzeit auf Versailles über Sponsoring finanziert?	Wedding financed on Versailles about sponsoring?	 
125416.jpg	eltern-kind-liebe.jpg	Wie stark sollten Eltern ihr Leben für ein Kind umstellen?	How strong should parents change their lives for a child?	 
125419.jpg	uwe-stecker--stephanie-brimmer-und-stephan-keller--v-l--.jpg	Stadt Köln braucht 6600 freiwillige Helfer	City of Cologne needs 6600 voluntary helpers	 
125420.jpg	michael-jackson-musical.jpg	Musical-Darsteller erwecken Michael Jackson in Köln zum Leben	Musical performers awaken Michael Jackson in Cologne to live	Michael Jackson
125424.jpg	christoph-3.jpg	Rattenkot und Wassereinbrüche in Containern	Rattenkot and water burglaries in containers	Rattenkot
125425.jpg	lagerfeld-afp-neu.jpg	Lebenszeichen von Karl Lagerfeld	Signs of Karl Lagerfeld	Karl Lagerfeld
125426.jpg	urn-newsml-dpa-com-20090101-190207-99-887963-large-4-3.jpg	Zipser kehrt in Basketball-Nationalmannschaft zurück	Ziper returns to basketball national team	 
125427.jpg	veedelszoch-ehrenfeld.jpg	Zöch in den Kölner Veedeln brauchen mehr Geld	ZOCH in the Cologne Veedeln need more money	ZOCH
125430.jpg	-jecke-oehrcher-.jpg	Gebärdenchor der „Jecke Öhrcher“ macht im Kölner Karneval Furore	Gear choir of the "Jecke Öhrcher" makes in Cologne carnival furore	 
125431.jpg	urn-newsml-dpa-com-20090101-190207-99-887975-large-4-3.jpg	13-Jähriger in Essen von U-Bahn mitgeschleift: Lebensgefahr	13-year-old in Essen of subway loafed: mortal danger	 
125433.jpg	unfall-sankt-augustin-070219.jpg	Bus und Smart stoßen in Sankt Augustin zusammen	Bus and Smart join together in Sankt Augustin	Sankt Augustin
125434.jpg	kirsten-jahn-neu.jpg	Kölner Politiker wollen Kirsten Jahns Anstellung verhindern	Cologne politicians want to prevent Kirsten Jahn's job	Kirsten Jahn
125436.jpg	5f9c8e0086fd1c04.jpg	So wollen junge Polit-Aktivisten die Welt retten	So young Polit activists want to save the world	Polit
125437.jpg	urn-newsml-dpa-com-20090101-190207-99-893618-large-4-3.jpg	Bonobo-Affe Bili erneut angegriffen und verstümmelt	Bonobo monkey bili attacked again and mutilated	 
125439.jpg	dpa-rettungswagen-symbolbild.jpg	Mann bei Unfall auf B59 bei Pulheim getötet	Man killed in accident on B59 at Pulheim	 
125441.jpg	bismarckstr.jpg	Informationen für Schüler – Anmeldephase startet	Information for students - login phase starts	 
125443.jpg	bosz-zu-viele-ballverluste.jpg	Peter Bosz mit fundamentaler Kritik	Peter Bosco with fundamental criticism	Peter Bosco
125445.jpg	a1-uebersichtsbild-0511.jpg	Vergebliche Visite von „Lev muss leben“ im Verkehrsministerium	Visible visit of "Lev must live" in the Ministry of Transport	 
125446.jpg	5f9b2c00ac050f96.jpg	Zahl der Haftplätze sinkt ausgerechnet in Bayern	Number of pilots decreases in Bavaria	 
125451.jpg	71-143673043--null--07-02-2019-18-40-31-461-.jpg	Aldi Nord reißt ab und baut neu	Aldi Nord breaks off and builds new	 
125452.jpg	ahrtalbruecke.jpg	Eifeler diskutieren in Lommersdorf über A1-Lückenschluss	Eifeler discuss in Lommersdorf via A1 gap	Eifeler
125453.jpg	startplatz-lorenz-und-lukas-graef.jpg	„Start-ups profitieren vom Abschwung der Wirtschaft“	"Start-ups benefit from the downturn of the economy"	 
125454.jpg	spenden-wiehl.jpg	Wiehler Johannes Hospiz bekommt Scheck über 20.000 Euro	Wichehler Johannes Hospiz gets check over 20,000 euros	Wichehler Johannes,Hospiz
125456.jpg	71-143666896--null--07-02-2019-16-33-30-142-.jpg	Seit 60 Jahren der Mann für alle Fälle	For 60 years the man for all cases	 
125458.jpg	urn-newsml-dpa-com-20090101-190203-99-835056-large-4-3.jpg	Vom Pop-Titan zum Blogger: Dieter Bohlen wird 65	From pop titan to blogger: Dieter Bohlen becomes 65	Dieter Bohlen
125459.jpg	frostschaeden-in-koeln.jpg	Stadt bessert Straßen im Akkord aus – Hinweise erwünscht	City improves roads in the chord - notes desired	 
125462.jpg	urn-newsml-dpa-com-20090101-190207-99-895372-large-4-3.jpg	Blitzlichtgewitter und ein Lob: Stars am roten Teppich	Flash thunderstorm and a praise: Stars at the red carpet	 
125464.jpg	5f9c8e009f64a32b.jpg	HSV-Profi Arp verzichtet auf Millionen – und wird im Netz attackiert	HSV-Profi ARP dispenses to millions - and is attacked on the net	 
125471.jpg	urn-newsml-dpa-com-20090101-190207-99-887135-large-4-3.jpg	Kunstmuseen Krefeld kaufen Arbeiten von Sonia Delaunay	Art Museums Krefeld Buy Works by Sonia Delaunay	Sonia Delaunay
125475.jpg	5f9b2c00cf1d733e.jpg	USA kritisieren Bundesregierung für Abschiebung von Terroristen	US criticize Federal Government for deportation of terrorists	 
125478.jpg	urn-newsml-dpa-com-20090101-190207-99-889431-large-4-3.jpg	Duisburger Sonder-Ankläger schöpfen Clan-Vermögen ab	Duisburg special prosecutors draw clan assets	 
125479.jpg	urn-newsml-dpa-com-20090101-190206-99-879497-large-4-3.jpg	Baustart K130-Korvetten: Von der Leyen auf der Lürssen-Werft	Building start K130 Cornets: From the Leyen on the Lürssen shipyard	 
125480.jpg	polizei-symbolbild.jpg	Rund 50 Gaffer sorgen für Stau auf A1	Around 50 gaffers provide congestion on A1	 
125481.jpg	urn-newsml-dpa-com-20090101-190206-99-877010-large-4-3.jpg	Toni	Toni, male, midwife	Toni
125483.jpg	die-berufsschulen-an-der-bismarckstrasse-informieren-am-wochenende-ueber-ihre-ausbildungsangebote-.jpg	Berufskollegs stellen sich am Samstag vor	Vocational colleges introduce themselves on Saturday	 
125484.jpg	neujahrsempfang-mit-ehrungen--v--l----norbert-muelleneisen--wolfgang-huebner--jens-harder-boje--hans-georg-frischauf-und-thomas-eusterholz-.jpg	Zu viel Bürokratie beklagt	Too much bureaucracy complains	 
125485.jpg	geiger-kirill-troussov-und-seine-schwester-alexandra.jpg	Geschwister spielen im Haus der Kunst	Siblings play in the house of art	 
125487.jpg	heinrich-pachl.jpg	Streifzug durchs Lebenswerk	Striped through life's work	 
125490.jpg	urn-newsml-dpa-com-20090101-190207-99-896324-large-4-3.jpg	Bundesamt gibt Außenhandelsdaten bekannt	Federal Office announces foreign trade data	 
125492.jpg	sala-grau.jpg	Vermisster Fußballprofi Emiliano Sala ist tot	Missing Football Professional Emiliano Sala is dead	Emiliano Sala
125493.jpg	5f9c4600c0c8e155.jpg	Rechtslage blockiert Kreislauf beim Recycling	Legal situation blocks circulation of recycling	 
125494.jpg	kuchenheim-entlastung.jpg	Bau der Kuchenheimer Umgehung rückt ein Stück näher	Construction of the cake wine bypass is a bit closer	 
125495.jpg	amtsgericht-siegburg.jpg	„Erschießt sie!“ – Hennefer zu Geldbuße verurteilt	"She shoots!" - Hennefer condemned to fine	- Hennefer
125496.jpg	bild-friedhof-st-remigius-parkplatz-070219.jpg	Parkplätze im Friedhofs-Park abgelehnt	Parking in the cemetery park rejected	 
125497.jpg	verkehr-schulzentrum.jpg	Eltern-Taxis parken trotz Verbotsschildern überall	Parent taxis parking despite prohibition signs everywhere	 
125499.jpg	mensch-schreibt-an-lebenslauf.jpg	Wie man Lücken im Lebenslauf am besten kaschiert – und wann lügen okay ist	How to best be laminated gaps in the CV - and when lying is okay	 
125500.jpg	grundschule-nrw-070219.jpg	Türkisch statt Englisch an Grundschulen in NRW gefordert	Turkish instead of English to elementary schools in NRW required	 
125501.jpg	jeff-bezos.jpg	Jeff Bezos wirft Boulevardblatt Erpressung mit Nacktfotos vor	Jeff Bezos throws boulevard sheet blackmail with nude photos	Jeff Bezos
125503.jpg	urn-newsml-dpa-com-20090101-190207-99-889197-large-4-3.jpg	Hansch: Größtes Verdienst Assauers nicht im Fußball	Hansch: Biggest merit Adsauers not in football	Hansch
